customer_id,gender,age,senior_citizen,married,tenure_in_months,contract,payment_method,monthly_charge,total_charges,satisfaction_score,churn_label
1557-EMYVT,Female,25,No,No,43,Two Year,Credit Card,115.05,4895.1,4,No
5027-YOCXN,Male,23,No,Yes,51,One Year,Credit Card,110.05,5686.4,3,No
3973-SKMLN,Male,49,No,No,71,Two Year,Credit Card,19.9,1355.1,3,No
6745-JEFZB,Male,64,No,Yes,35,Month-to-Month,Credit Card,91.5,3236.35,4,No
9880-TDQAC,Female,63,No,Yes,72,Two Year,Bank Withdrawal,60.0,4264.0,4,No
8705-WZCYL,Male,40,No,No,1,Month-to-Month,Bank Withdrawal,44.8,44.8,4,No
7102-JJVTX,Female,31,No,Yes,9,One Year,Credit Card,48.6,422.3,3,No
8626-PTQGE,Male,62,No,No,69,Two Year,Bank Withdrawal,60.05,4176.7,3,No
4983-CLMLV,Female,30,No,Yes,52,Month-to-Month,Credit Card,102.7,5138.1,3,No
9385-EHGDO,Female,37,No,Yes,35,Two Year,Credit Card,19.85,739.35,3,No
9498-FIMXL,Female,31,No,No,8,One Year,Credit Card,19.2,161.95,4,No
2379-GYFLQ,Male,31,No,No,46,One Year,Credit Card,94.9,4422.95,4,No
2088-IEBAU,Female,63,No,No,68,Two Year,Bank Withdrawal,88.15,6148.45,3,No
7982-VCELR,Female,20,No,No,36,Month-to-Month,Credit Card,94.8,3565.65,4,No
6885-PKOAM,Female,59,No,Yes,71,Two Year,Credit Card,85.75,6223.8,3,No
7520-HQWJU,Female,22,No,Yes,66,Month-to-Month,Bank Withdrawal,67.45,4508.65,3,No
9639-BUJXT,Male,50,No,No,63,One Year,Credit Card,20.5,1328.15,5,No
5924-SNGKP,Female,39,No,No,41,One Year,Credit Card,20.25,865.0,4,No
8966-SNIZF,Female,26,No,Yes,70,Two Year,Bank Withdrawal,19.45,1303.5,4,No
6243-OZGFH,Female,47,No,No,23,Month-to-Month,Bank Withdrawal,44.95,996.85,3,No
0513-RBGPE,Male,57,No,Yes,37,Two Year,Credit Card,62.8,2278.75,3,No
5160-UXJED,Male,27,No,No,17,One Year,Credit Card,44.6,681.4,4,No
8984-EYLLL,Male,29,No,Yes,64,Two Year,Bank Withdrawal,105.25,6823.4,4,No
9833-TGFHX,Male,62,No,Yes,42,One Year,Bank Withdrawal,97.1,4016.75,3,No
9294-TDIPC,Male,59,No,No,5,Month-to-Month,Credit Card,20.2,83.75,5,No
5229-DTFYB,Female,64,No,No,41,Two Year,Bank Withdrawal,98.8,3959.15,4,No
0104-PPXDV,Male,61,No,Yes,58,One Year,Credit Card,50.3,2878.55,5,No
5176-LMJXE,Female,34,No,No,47,Two Year,Credit Card,20.55,945.7,4,No
3583-KRKMD,Male,51,No,No,18,Month-to-Month,Bank Withdrawal,75.9,1373.05,4,No
9069-LGEUL,Male,25,No,Yes,23,Month-to-Month,Bank Withdrawal,59.95,1406.0,4,No
7302-ZHMHP,Female,35,No,No,1,Month-to-Month,Credit Card,19.15,19.15,5,No
9571-EDEBV,Male,60,No,Yes,71,One Year,Credit Card,98.65,6962.85,5,No
3520-FJGCV,Male,47,No,Yes,72,Two Year,Credit Card,112.6,8126.65,3,No
6563-VRERX,Male,63,No,Yes,33,One Year,Credit Card,20.6,690.25,5,No
6122-EFVKN,Male,44,No,No,24,Two Year,Credit Card,35.75,830.8,3,No
2805-EDJPQ,Female,45,No,Yes,56,One Year,Credit Card,99.75,5608.4,4,No
6862-CQUMB,Male,28,No,No,37,Month-to-Month,Credit Card,96.1,3646.8,4,No
7156-MXBJE,Female,29,No,No,43,One Year,Credit Card,85.1,3662.25,3,No
6158-HDPXZ,Male,31,No,No,1,Month-to-Month,Credit Card,25.35,25.35,4,No
2863-IMQDR,Female,52,No,No,61,Two Year,Bank Withdrawal,89.65,5308.7,3,No
5686-CMAWK,Male,41,No,No,17,One Year,Bank Withdrawal,86.75,1410.25,5,No
5651-CRHKQ,Female,53,No,Yes,41,One Year,Bank Withdrawal,86.2,3339.05,3,No
6583-SZVGP,Male,59,No,No,48,Two Year,Bank Withdrawal,108.1,5067.45,4,No
1708-PBBOA,Female,51,No,No,42,One Year,Bank Withdrawal,54.75,2348.45,3,No
8782-LKFPK,Male,50,No,No,44,Month-to-Month,Credit Card,90.4,4063.0,4,No
5522-JBWMO,Male,62,No,No,1,Month-to-Month,Bank Withdrawal,44.0,44.0,5,No
3597-MVHJT,Female,49,No,No,27,Month-to-Month,Bank Withdrawal,95.6,2595.25,4,No
9967-ATRFS,Female,47,No,No,19,Month-to-Month,Credit Card,19.9,367.55,5,No
2977-CEBSX,Female,61,No,No,66,Two Year,Credit Card,90.05,5965.95,4,No
5876-QMYLD,Female,44,No,Yes,23,One Year,Credit Card,20.05,415.1,4,No
2277-AXSDC,Female,46,No,No,32,One Year,Bank Withdrawal,19.75,624.15,4,No
9442-JTWDL,Female,52,No,No,11,One Year,Credit Card,20.05,237.7,4,No
3067-SVMTC,Female,49,No,Yes,68,One Year,Bank Withdrawal,55.9,3848.8,3,No
5495-GPSRW,Male,62,No,No,20,Two Year,Credit Card,19.7,419.4,5,No
7606-BPHHN,Male,39,No,No,72,Two Year,Credit Card,19.8,1468.75,3,No
4742-DRORA,Male,59,No,Yes,60,One Year,Bank Withdrawal,95.4,5812.0,4,No
4163-NCJAK,Female,55,No,Yes,46,One Year,Bank Withdrawal,24.45,1066.15,4,No
5233-AOZUF,Female,62,No,Yes,29,Month-to-Month,Bank Withdrawal,74.95,2149.05,5,No
5973-EJGDP,Male,21,No,No,51,Month-to-Month,Bank Withdrawal,87.35,4473.0,5,No
7916-VCCPB,Female,58,No,Yes,16,Month-to-Month,Bank Withdrawal,73.25,1195.75,3,No
4686-GEFRM,Male,23,No,Yes,70,Two Year,Bank Withdrawal,98.7,6858.9,3,No
5249-QYHEX,Female,27,No,Yes,40,Two Year,Credit Card,24.8,1024.7,5,No
2233-FAGXV,Female,41,No,Yes,5,Month-to-Month,Credit Card,24.3,132.25,5,No
5605-IYGFG,Female,61,No,No,7,Month-to-Month,Bank Withdrawal,69.85,515.45,3,No
7663-ZTEGJ,Male,46,No,No,29,One Year,Credit Card,100.55,2830.45,5,No
3935-TBRZZ,Male,54,No,Yes,44,One Year,Credit Card,25.7,1110.5,3,No
8111-BKVDS,Female,31,No,No,10,Month-to-Month,Bank Withdrawal,40.7,449.3,5,No
8734-DKSTZ,Female,20,No,Yes,10,Month-to-Month,Bank Withdrawal,85.95,858.6,3,No
4360-PNRQB,Male,27,No,No,18,Month-to-Month,Bank Withdrawal,75.6,1395.05,5,No
6152-ONASV,Female,49,No,Yes,68,One Year,Bank Withdrawal,58.25,3975.7,3,No
7781-HVGMK,Female,56,No,Yes,72,Two Year,Credit Card,65.2,4784.45,3,No
2181-UAESM,Male,30,No,No,2,Month-to-Month,Bank Withdrawal,53.45,119.5,4,No
6048-NJXHX,Male,21,No,Yes,41,Two Year,Bank Withdrawal,19.75,899.45,4,No
2320-SLKMB,Female,46,No,No,26,Month-to-Month,Credit Card,44.45,1183.8,4,No
4980-URKXC,Male,26,No,Yes,36,One Year,Bank Withdrawal,20.85,720.05,4,No
4376-KFVRS,Male,52,No,Yes,72,Two Year,Credit Card,114.05,8468.2,3,No
5886-VLQVU,Male,30,No,Yes,35,Month-to-Month,Bank Withdrawal,89.85,3161.2,3,No
3577-AMVUX,Male,59,No,No,1,Month-to-Month,Credit Card,55.05,55.05,4,No
0771-WLCLA,Female,49,No,Yes,16,Month-to-Month,Bank Withdrawal,112.95,1882.55,3,No
0206-TBWLC,Female,63,No,Yes,54,One Year,Credit Card,114.65,6049.5,4,No
2937-FTHUR,Female,45,No,No,18,Month-to-Month,Bank Withdrawal,64.8,1166.7,4,No
1910-FMXJM,Female,59,No,Yes,36,Month-to-Month,Bank Withdrawal,80.4,2937.65,3,No
0732-OCQOC,Female,30,No,Yes,52,Two Year,Bank Withdrawal,25.05,1270.25,4,No
5168-MSWXT,Male,26,No,Yes,8,Month-to-Month,Bank Withdrawal,94.75,759.55,5,No
1090-ESELR,Male,47,No,Yes,72,Two Year,Bank Withdrawal,105.5,7611.55,3,No
8592-PLTMQ,Female,53,No,No,64,One Year,Mailed Check,24.7,1642.75,5,No
8847-GEOOQ,Male,34,No,Yes,60,Month-to-Month,Bank Withdrawal,60.2,3582.4,5,No
4785-FCIFB,Female,20,No,Yes,61,Two Year,Mailed Check,24.4,1417.9,5,No
8313-NDOIA,Female,48,No,No,24,Month-to-Month,Bank Withdrawal,104.15,2494.65,5,No
5149-CUZUJ,Male,35,No,Yes,28,One Year,Bank Withdrawal,92.9,2768.35,3,No
0942-KOWSM,Female,24,No,Yes,30,Two Year,Bank Withdrawal,80.8,2369.3,5,No
4237-CLSMM,Male,45,No,Yes,2,Month-to-Month,Mailed Check,20.0,38.0,4,No
1452-VOQCH,Male,61,No,No,1,Month-to-Month,Bank Withdrawal,75.1,75.1,3,No
4719-UMSIY,Male,52,No,No,6,Month-to-Month,Mailed Check,19.65,100.9,5,No
6614-VBEGU,Female,23,No,Yes,24,Month-to-Month,Bank Withdrawal,69.45,1614.05,5,No
2996-XAUVF,Male,25,No,No,70,Two Year,Mailed Check,40.05,2799.75,5,No
5968-XQIVE,Male,32,No,Yes,72,One Year,Bank Withdrawal,89.7,6588.95,3,No
8896-RAZCR,Female,42,No,No,44,Two Year,Mailed Check,19.9,868.1,5,No
1304-BCCFO,Male,24,No,Yes,9,Month-to-Month,Mailed Check,70.05,564.4,3,No
4104-PVRPS,Male,56,No,Yes,24,Month-to-Month,Mailed Check,53.6,1315.35,3,No
4431-EDMIQ,Female,47,No,Yes,7,Month-to-Month,Bank Withdrawal,75.7,554.05,3,No
0486-LGCCH,Male,48,No,Yes,11,Two Year,Credit Card,19.65,225.75,3,No
5168-MQQCA,Female,50,No,Yes,72,One Year,Bank Withdrawal,108.5,8003.8,4,No
7971-HLVXI,Male,62,No,Yes,72,Two Year,Credit Card,84.5,6130.85,5,No
9094-AZPHK,Female,64,No,No,15,Month-to-Month,Bank Withdrawal,100.15,1415.0,3,No
3649-JPUGY,Male,26,No,No,72,Two Year,Bank Withdrawal,88.6,6201.95,3,No
4472-LVYGI,Female,43,No,Yes,10,Two Year,Bank Withdrawal,52.55,525.5,3,No
3552-CTCYF,Male,42,No,Yes,63,Two Year,Bank Withdrawal,104.8,6597.25,5,No
6778-YSNIH,Female,63,No,No,2,Month-to-Month,Bank Withdrawal,59.0,114.15,5,No
6579-JPICP,Male,31,No,No,1,Month-to-Month,Mailed Check,20.4,20.4,5,No
4134-BSXLX,Male,32,No,Yes,28,Month-to-Month,Mailed Check,60.9,1785.65,3,No
0505-SPOOW,Female,41,No,Yes,70,Two Year,Bank Withdrawal,19.8,1397.65,4,No
4374-YMUSQ,Male,64,No,No,34,One Year,Credit Card,116.25,3899.05,3,No
3957-HHLMR,Female,50,No,Yes,70,One Year,Bank Withdrawal,65.2,4543.15,3,No
7803-XOCCZ,Female,54,No,Yes,52,Month-to-Month,Bank Withdrawal,84.05,4326.8,3,No
5736-YEJAX,Male,23,No,No,69,Two Year,Credit Card,79.45,5502.55,4,No
8981-FJGLA,Male,63,No,No,11,Month-to-Month,Mailed Check,78.0,851.8,5,No
1135-LMECX,Female,47,No,No,1,Month-to-Month,Credit Card,19.85,19.85,5,No
8535-SFUTN,Male,21,No,No,61,Month-to-Month,Bank Withdrawal,106.45,6300.15,3,No
8677-HDZEE,Female,42,No,No,56,Month-to-Month,Bank Withdrawal,105.45,5916.95,3,No
2475-MROZF,Male,36,No,No,30,Month-to-Month,Credit Card,95.0,2852.4,3,No
3482-ABPKK,Female,19,No,No,28,One Year,Credit Card,54.3,1546.3,3,No
7531-GQHME,Male,34,No,No,12,Month-to-Month,Credit Card,20.05,265.45,4,No
5174-ITUMV,Male,37,No,Yes,67,One Year,Bank Withdrawal,105.4,6989.45,5,No
0913-XWSCN,Male,29,No,Yes,55,Month-to-Month,Bank Withdrawal,85.5,4713.4,4,No
0750-EBAIU,Male,43,No,No,52,One Year,Bank Withdrawal,91.25,4738.3,3,No
3571-DPYUH,Male,30,No,Yes,58,One Year,Credit Card,94.7,5430.35,4,No
7601-GNDYK,Male,52,No,Yes,35,Two Year,Credit Card,19.6,686.95,4,No
8067-NIOYM,Female,51,No,Yes,24,Two Year,Credit Card,21.1,490.65,5,No
1403-GYAFU,Male,47,No,Yes,70,Two Year,Credit Card,20.05,1360.25,3,No
4234-XTNEA,Male,25,No,No,2,Month-to-Month,Bank Withdrawal,79.95,174.45,5,No
5348-CAGXB,Male,60,No,No,12,Month-to-Month,Bank Withdrawal,89.55,1021.75,4,No
0621-HJWXJ,Female,54,No,Yes,63,Month-to-Month,Bank Withdrawal,81.55,5029.05,4,No
5844-QVTAT,Female,24,No,Yes,33,One Year,Credit Card,58.45,1955.4,4,No
8905-IAZPF,Female,32,No,Yes,69,One Year,Credit Card,95.65,6744.2,3,No
5394-MEITZ,Female,26,No,Yes,60,Two Year,Bank Withdrawal,80.6,4946.7,5,No
6859-QNXIQ,Female,43,No,Yes,72,Two Year,Bank Withdrawal,113.1,8248.5,3,No
2782-LFZVW,Female,52,No,No,11,Month-to-Month,Credit Card,58.95,601.6,4,No
2866-IKBTM,Female,57,No,No,1,Month-to-Month,Credit Card,19.55,19.55,4,No
7129-AZJDE,Male,59,No,Yes,34,One Year,Bank Withdrawal,78.95,2647.2,3,No
2560-PPCHE,Female,22,No,No,65,One Year,Bank Withdrawal,105.05,6744.25,5,No
8138-EALND,Male,35,No,No,15,Month-to-Month,Credit Card,19.75,311.6,5,No
3580-HYCSP,Male,44,No,Yes,72,Two Year,Bank Withdrawal,110.3,7966.9,3,No
1352-HNSAW,Female,26,No,Yes,72,Two Year,Bank Withdrawal,115.6,8220.4,3,No
2075-PUEPR,Male,46,No,Yes,55,Two Year,Bank Withdrawal,19.35,1153.25,3,No
1982-FEBTD,Female,27,No,Yes,23,Two Year,Credit Card,25.6,514.75,5,No
5791-KAJFD,Female,58,No,Yes,56,One Year,Bank Withdrawal,68.75,3808.0,3,No
2654-VBVPB,Female,22,No,No,1,Month-to-Month,Bank Withdrawal,19.9,19.9,5,No
1154-HYWWO,Male,55,No,No,38,One Year,Credit Card,70.6,2708.2,3,No
2501-XWWTZ,Male,51,No,No,11,Month-to-Month,Bank Withdrawal,70.2,760.05,5,No
3716-UVSPD,Male,54,No,No,1,Month-to-Month,Bank Withdrawal,49.3,49.3,3,No
6815-ABQFQ,Male,53,No,Yes,56,One Year,Bank Withdrawal,107.25,6033.3,3,No
7343-EOBEU,Male,19,No,Yes,3,Month-to-Month,Credit Card,23.6,89.05,5,No
3701-SFMUH,Male,63,No,Yes,7,Month-to-Month,Credit Card,69.7,516.15,3,No
6103-LIANB,Male,49,No,Yes,59,Two Year,Credit Card,99.5,5861.75,4,No
7319-VENRZ,Male,19,No,No,7,Month-to-Month,Bank Withdrawal,64.3,445.95,4,No
5846-NEQVZ,Male,19,No,Yes,71,Two Year,Credit Card,70.85,4973.4,4,No
6967-QIQRV,Male,23,No,Yes,15,One Year,Bank Withdrawal,101.9,1667.25,3,No
5781-RFZRP,Male,34,No,Yes,71,Two Year,Credit Card,73.5,5357.75,3,No
0308-IVGOK,Female,23,No,No,11,One Year,Credit Card,40.4,422.6,5,No
7293-LSCDV,Female,32,No,Yes,60,Two Year,Credit Card,19.25,1103.25,4,No
5756-JYOJT,Female,55,No,No,11,One Year,Credit Card,64.9,697.25,3,No
9548-LIGTA,Male,26,No,Yes,61,Two Year,Credit Card,81.05,4747.65,3,No
5150-LJNSR,Male,27,No,Yes,31,One Year,Bank Withdrawal,98.05,3082.1,4,No
8270-RKSAP,Male,30,No,No,9,Month-to-Month,Bank Withdrawal,70.5,597.9,3,No
2640-LYMOV,Male,59,No,No,2,Month-to-Month,Credit Card,19.65,38.8,4,No
1423-BMPBQ,Female,62,No,Yes,1,Month-to-Month,Credit Card,19.0,19.0,4,No
2393-DIVAI,Female,40,No,No,3,Month-to-Month,Credit Card,20.0,61.7,3,No
4568-KNYWR,Male,56,No,No,52,Two Year,Credit Card,63.25,3342.45,4,No
8752-IMQOS,Male,28,No,Yes,5,One Year,Credit Card,20.1,85.1,3,No
0742-LAFQK,Male,52,No,Yes,72,Two Year,Bank Withdrawal,99.15,7422.1,3,No
0795-LAFGP,Male,25,No,Yes,71,Two Year,Bank Withdrawal,90.4,6668.05,3,No
0619-OLYUR,Male,32,No,Yes,72,Two Year,Credit Card,111.9,8071.05,3,No
5512-IDZEI,Male,56,No,Yes,46,One Year,Bank Withdrawal,24.9,1174.8,5,No
0459-SPZHJ,Male,19,No,Yes,63,Two Year,Credit Card,83.5,5435.0,4,No
0215-BQKGS,Male,52,No,No,30,Month-to-Month,Credit Card,84.3,2438.6,4,No
9244-ZVAPM,Male,36,No,No,1,Month-to-Month,Credit Card,45.6,45.6,3,No
8208-EUMTE,Male,45,No,No,16,Two Year,Credit Card,54.85,916.15,4,No
5172-MIGPM,Male,22,No,No,4,Month-to-Month,Credit Card,65.55,237.2,4,No
1710-RCXUS,Male,53,No,Yes,51,One Year,Credit Card,90.35,4614.55,3,No
0374-FIUCA,Male,59,No,Yes,65,Two Year,Credit Card,20.4,1414.45,3,No
5839-SUYVZ,Male,21,No,No,16,Month-to-Month,Credit Card,74.55,1170.5,3,No
5173-ZXXXL,Male,47,No,No,2,One Year,Credit Card,19.95,47.7,4,No
1096-ADRUX,Female,34,No,Yes,66,One Year,Bank Withdrawal,74.25,4859.25,3,No
2001-MCUUW,Male,51,No,No,46,Two Year,Bank Withdrawal,108.65,4903.2,4,No
2731-GJRDG,Female,55,No,No,32,One Year,Bank Withdrawal,109.55,3608.0,3,No
4723-BEGSG,Male,35,No,Yes,72,Two Year,Credit Card,86.65,6094.25,3,No
6516-NKQBO,Male,28,No,Yes,38,Two Year,Credit Card,81.0,3084.9,4,No
8672-OAUPW,Male,48,No,No,51,One Year,Credit Card,47.85,2356.75,4,No
8207-DMRVL,Male,47,No,Yes,72,Two Year,Bank Withdrawal,114.55,8306.05,3,No
2804-ETQDK,Male,57,No,No,66,Two Year,Credit Card,20.55,1357.1,4,No
7138-GIRSH,Male,63,No,No,50,Two Year,Bank Withdrawal,69.5,3418.2,5,No
9396-ZSFLL,Female,64,No,No,15,Month-to-Month,Credit Card,48.85,631.4,4,No
6464-KEXXH,Male,55,No,No,8,Month-to-Month,Credit Card,25.25,186.3,3,No
5240-CAOYT,Female,30,No,No,57,Month-to-Month,Bank Withdrawal,87.55,4884.85,3,No
4059-IIEBK,Female,51,No,No,7,Month-to-Month,Bank Withdrawal,78.55,522.95,3,No
0516-UXRMT,Female,27,No,No,62,One Year,Bank Withdrawal,92.05,5755.8,3,No
4851-BQDNX,Male,56,No,Yes,40,One Year,Bank Withdrawal,85.05,3355.65,4,No
5148-HKFIR,Female,49,No,No,20,Two Year,Credit Card,19.7,406.95,5,No
3003-CMDUU,Female,22,No,Yes,25,Month-to-Month,Bank Withdrawal,95.15,2395.7,3,No
5016-IBERQ,Male,28,No,Yes,23,Month-to-Month,Bank Withdrawal,84.25,1968.1,4,No
9931-KGHOA,Female,48,No,Yes,46,Month-to-Month,Bank Withdrawal,55.0,2473.95,3,No
1775-KWJKQ,Male,41,No,Yes,72,Two Year,Credit Card,89.85,6562.9,4,No
7665-VIGUD,Male,40,No,No,10,One Year,Credit Card,20.35,176.3,5,No
9411-TPQQV,Female,31,No,No,40,One Year,Bank Withdrawal,54.55,2236.2,3,No
7954-MLBUN,Male,41,No,No,31,Two Year,Bank Withdrawal,99.45,3109.9,5,No
2077-DDHJK,Female,48,No,Yes,68,Two Year,Credit Card,70.9,4911.35,4,No
9574-BOSMD,Male,50,No,Yes,68,Two Year,Bank Withdrawal,25.4,1620.2,4,No
8404-VLQFB,Female,21,No,Yes,15,Month-to-Month,Bank Withdrawal,25.25,394.85,3,No
2391-IPLOP,Male,25,No,Yes,50,One Year,Bank Withdrawal,69.65,3442.15,4,No
5845-BZZIB,Male,37,No,Yes,35,Two Year,Credit Card,20.1,655.3,3,No
1140-UKVZG,Female,64,No,No,17,Month-to-Month,Credit Card,24.8,475.25,5,No
5183-SNMJQ,Male,32,No,No,10,Month-to-Month,Credit Card,95.1,865.1,3,No
8100-PNJMH,Male,39,No,Yes,68,Two Year,Credit Card,88.85,6132.7,4,No
7838-LAZFO,Male,38,No,Yes,45,One Year,Bank Withdrawal,78.8,3597.5,4,No
2085-JVGAD,Male,56,No,Yes,37,Month-to-Month,Bank Withdrawal,20.35,697.65,4,No
8095-WANWK,Female,46,No,No,10,Month-to-Month,Credit Card,45.25,428.7,5,No
3030-ZKIWL,Male,23,No,No,1,Month-to-Month,Credit Card,20.05,20.05,5,No
9565-FLVCG,Male,40,No,Yes,65,Two Year,Mailed Check,69.55,4459.15,3,No
8755-OGKNA,Female,33,No,Yes,57,Two Year,Bank Withdrawal,19.5,1167.6,3,No
2800-VEQXM,Female,48,No,No,3,Month-to-Month,Mailed Check,74.75,238.1,3,No
5533-RJFTJ,Male,22,No,No,49,Month-to-Month,Bank Withdrawal,30.2,1453.1,4,No
0214-JHPFW,Female,22,No,Yes,70,Two Year,Bank Withdrawal,57.8,4039.3,4,No
5642-MHDQT,Female,60,No,Yes,53,One Year,Bank Withdrawal,19.85,1039.45,3,No
3088-FVYWK,Male,37,No,Yes,53,Two Year,Credit Card,25.55,1336.1,3,No
9092-GDZKO,Male,49,No,No,22,Month-to-Month,Credit Card,24.85,493.4,4,No
2324-AALNO,Female,63,No,No,48,One Year,Bank Withdrawal,24.55,1203.95,5,No
5760-IFJOZ,Male,57,No,No,3,Month-to-Month,Mailed Check,107.95,313.6,4,No
2826-UWHIS,Male,64,No,Yes,45,Month-to-Month,Bank Withdrawal,81.4,3775.85,5,No
7501-IWUNG,Female,57,No,Yes,61,Two Year,Bank Withdrawal,73.8,4616.05,4,No
4957-TREIR,Male,37,No,No,3,Month-to-Month,Credit Card,64.4,195.65,4,No
8040-MNRTF,Female,47,No,No,1,Month-to-Month,Mailed Check,71.1,71.1,5,No
1536-HBSWP,Female,33,No,No,1,Month-to-Month,Bank Withdrawal,49.9,49.9,3,No
5313-FPXWG,Male,58,No,No,51,One Year,Bank Withdrawal,24.6,1266.4,5,No
0946-FKYTX,Male,42,No,No,52,One Year,Mailed Check,30.1,1623.4,3,No
5076-YVXCM,Male,55,No,No,51,Month-to-Month,Bank Withdrawal,83.4,4149.45,5,No
8262-COGGB,Male,53,No,No,1,Month-to-Month,Mailed Check,20.45,20.45,3,No
6663-JOCQO,Male,55,No,Yes,31,One Year,Bank Withdrawal,75.25,2344.5,3,No
9620-QJREV,Male,62,No,No,47,One Year,Credit Card,20.55,1013.05,5,No
2480-JZOSN,Female,64,No,Yes,1,Month-to-Month,Credit Card,20.65,20.65,4,No
0078-XZMHT,Male,19,No,Yes,72,Two Year,Bank Withdrawal,85.15,6316.2,3,No
8338-QIUNR,Male,23,No,Yes,72,Two Year,Credit Card,66.5,4811.6,3,No
1525-LNLOJ,Male,34,No,Yes,66,Two Year,Bank Withdrawal,63.3,4189.7,5,No
9450-TRJUU,Male,52,No,No,35,Month-to-Month,Bank Withdrawal,83.15,2848.45,4,No
1766-GKNMI,Male,56,No,No,29,Month-to-Month,Bank Withdrawal,84.9,2516.2,3,No
6942-LBFDP,Female,30,No,No,2,Month-to-Month,Mailed Check,20.55,33.6,3,No
1456-TWCGB,Male,34,No,No,4,Month-to-Month,Mailed Check,49.25,208.45,3,No
7596-ZYWBB,Female,19,No,No,65,Two Year,Mailed Check,59.6,3739.8,4,No
3014-WJKSM,Male,26,No,Yes,29,Month-to-Month,Credit Card,75.3,2263.4,4,No
3347-YJZZE,Male,60,No,Yes,29,Month-to-Month,Credit Card,80.1,2211.8,4,No
7929-DMBCV,Female,45,No,Yes,20,Month-to-Month,Mailed Check,81.0,1683.7,3,No
9661-JALZV,Female,23,No,No,58,Two Year,Credit Card,24.7,1519.0,4,No
5433-KYGHE,Female,53,No,No,14,Month-to-Month,Mailed Check,86.0,1164.05,3,No
4312-KFRXN,Male,61,No,Yes,72,Two Year,Credit Card,25.4,1710.9,3,No
5575-TPIZQ,Male,21,No,No,46,Month-to-Month,Credit Card,89.15,4245.55,3,No
0114-IGABW,Female,40,No,Yes,71,Two Year,Bank Withdrawal,58.25,4145.9,5,No
9944-AEXBM,Male,51,No,No,32,Month-to-Month,Bank Withdrawal,85.65,2664.3,3,No
1853-ARAAQ,Female,47,No,No,26,Month-to-Month,Credit Card,50.35,1277.5,5,No
4697-LUPSU,Male,22,No,Yes,2,One Year,Credit Card,20.2,34.75,3,No
8434-VGEQQ,Male,24,No,Yes,61,Two Year,Credit Card,20.55,1305.95,4,No
4950-HKQTE,Female,47,No,No,22,Two Year,Credit Card,26.25,605.9,4,No
6786-OBWQR,Female,20,No,Yes,5,Month-to-Month,Bank Withdrawal,80.85,356.1,5,No
2753-JMMCV,Male,41,No,No,65,Two Year,Credit Card,74.2,4805.65,3,No
6621-YOBKI,Male,46,No,No,5,Month-to-Month,Credit Card,20.35,92.75,4,No
1216-JWVUX,Male,51,No,Yes,25,Month-to-Month,Bank Withdrawal,75.5,1901.05,3,No
7564-GHCVB,Female,27,No,Yes,72,Two Year,Bank Withdrawal,79.05,5730.7,3,No
1173-NOEYG,Female,25,No,Yes,27,Month-to-Month,Bank Withdrawal,90.15,2423.4,4,No
7595-EHCDL,Male,48,No,Yes,32,Month-to-Month,Credit Card,50.6,1653.45,3,No
6647-ZEDXT,Female,19,No,No,30,One Year,Credit Card,110.45,3327.05,4,No
2521-NPUZR,Male,26,No,Yes,70,Two Year,Credit Card,101.0,7085.5,3,No
4381-MHQDC,Female,38,No,No,47,Two Year,Credit Card,65.0,2879.9,3,No
6923-JHPMP,Female,35,No,No,2,Month-to-Month,Bank Withdrawal,80.45,137.1,4,No
4018-PPNDW,Female,23,No,Yes,61,Two Year,Credit Card,24.1,1551.6,4,No
1635-FJFCC,Female,46,No,No,5,Month-to-Month,Credit Card,44.05,202.15,5,No
6425-JWTDV,Male,43,No,Yes,48,Two Year,Credit Card,19.25,855.1,4,No
8405-IGQFX,Female,41,No,No,63,One Year,Credit Card,90.05,5817.0,3,No
8224-IVVPA,Female,35,No,No,27,Month-to-Month,Credit Card,56.7,1652.95,3,No
9477-LGWQI,Male,28,No,Yes,70,Two Year,Credit Card,80.15,5600.15,3,No
1410-RSCMR,Male,47,No,Yes,7,Month-to-Month,Credit Card,71.35,515.75,3,No
3115-CZMZD,Male,24,No,No,10,Two Year,Credit Card,20.25,202.5,4,No
0139-IVFJG,Female,19,No,Yes,2,Month-to-Month,Bank Withdrawal,90.35,190.5,3,No
5730-DBDSI,Male,50,No,No,66,Two Year,Bank Withdrawal,19.7,1253.8,3,No
0030-FNXPP,Female,22,No,No,3,Month-to-Month,Credit Card,19.85,57.2,4,No
5684-FJVYR,Female,41,No,Yes,72,Two Year,Bank Withdrawal,90.35,6563.4,3,No
4013-GUXND,Male,37,No,No,1,Month-to-Month,Credit Card,20.8,20.8,4,No
1266-NZYUI,Female,56,No,Yes,72,Two Year,Bank Withdrawal,66.85,4758.8,3,No
7969-FFOWG,Male,30,No,Yes,65,Two Year,Credit Card,19.9,1292.6,4,No
4718-DHSMV,Female,22,No,No,11,Month-to-Month,Credit Card,35.8,363.15,5,No
5175-WLYXL,Male,56,No,No,22,Month-to-Month,Credit Card,78.85,1600.25,5,No
7817-OMJNA,Male,23,No,No,14,One Year,Bank Withdrawal,20.4,275.7,5,No
8728-SKJLR,Male,45,No,No,41,Month-to-Month,Bank Withdrawal,74.25,3089.1,3,No
3137-NYQQI,Male,32,No,Yes,17,One Year,Credit Card,64.8,1175.6,4,No
